Drug_ID,Drug,Y
"Spiro(2,5-cyclohexadiene-1,7'(1'H)-cyclopent(ij)isoquinolin)-4-one, 2',3',8',8'a-tetrahydro-6'-hydroxy-5'-methoxy-1'-methyl-, (S)- (9CI)",COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2,2.733
"Acetanilide, 2-fluoro-4'-phenyl-",O=C(CF)Nc1ccc(-c2ccccc2)cc1,4.36
"1H-Pyrazole, 3-chloro-5-methyl-4-nitro-",Cc1[nH]nc(Cl)c1[N+](=O)[O-],2.664
1H-Purin-2-amine,Nc1ncc2nc[nH]c2n1,2.272
"Benzeneacetic acid, alpha-hydroxy-, 3,3,5-trimethylcyclohexyl ester",CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,1.743
"Phosphorodithioic acid, O,O-diethyl S-((5-(ethylthio)-1,3,4-thiadiazol-2-yl)methyl) ester",CCOP(=S)(OCC)SCc1nnc(SCC)s1,3.124
"1,2,4-Triazine-3,5-diamine, 6-(2,3-dichlorophenyl)-",Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,3.097
"Phosphorothioic acid, O,O-dimethyl S-((5-(ethylthio)-1,3,4-thiadiazol-2-yl)methyl) ester",CCSc1nnc(CSP(=O)(OC)OC)s1,2.592
"Carbamic acid, methyl-, o-(1,3-oxathiolan-2-yl)phenyl ester",CNC(=O)Oc1ccccc1C1OCCS1,3.631
"Acetamide, 2-fluoro-N-(2-pyridyl)-",O=C(CF)Nc1ccccn1,4.285
"8-Quinolinecarboxylic acid, 3,7-dichloro-",O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,2.043
"2,6-Octadienoic acid, 3,7-dimethyl-",CC(C)=CCCC(C)=CC(=O)O,1.658
"Thiocyanic acid, tetradecyl ester",CCCCCCCCCCCCCCSC#N,1.231
"Phosphorothioic acid, O-(4-chloro-3-nitrophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1ccc(Cl)c([N+](=O)[O-])c1,3.513
"Benzene, 1-bromo-4-fluoro-",Fc1ccc(Br)cc1,1.812
"3,5-Dihydroxy-2,6,6-tris(3-methylbuten-2-yl)-4-(3-methyl-1-oxobutyl)cyclohexa-2,4-dien-1-one",CC(C)=CCC1=C(O)C(C(=O)CC(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O,3.618
"Phosphorodithioic acid, O,O-diethyl S-((5-((1-methylethyl)thio)-1,3,4-thiadiazol-2-yl)methyl)ester",CCOP(=S)(OCC)SCc1nnc(SC(C)C)s1,3.108
"7-Oxabicyclo(2.2.1)heptane, 1-methyl-4-(1-methylethyl)-",CC(C)C12CCC(C)(CC1)O2,1.6969999999999998
"Phosphorothioic acid, O,O-diethyl S-((5-((1-methylethyl)thio)-1,3,4-thiadiazol-2-yl)methyl) ester",CCOP(=O)(OCC)SCc1nnc(SC(C)C)s1,3.562
"2-Butanedinitrile, 2-chloro-, (E)-",N#CC=C(Cl)C#N,1.215
"Pyridine, 2-amino-6-chloro-5-nitro-",Nc1ccc([N+](=O)[O-])c(Cl)n1,1.988
"Pentanamide, N,N-diethyl-4-oxo- (9CI)",CCN(CC)C(=O)CCC(C)=O,1.556
"Benzenamine, N-(2-bromo-4-chlorophenyl)-2,4-dinitro-N-methyl-6-(trifluoromethyl)-",CN(c1ccc(Cl)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,5.004
"Phosphorodithioic acid, O,O-dimethyl S-((5-(2-propenylthio)-1,3,4-thiadiazol-2-yl)methyl) ester",C=CCSc1nnc(CSP(=S)(OC)OC)s1,2.33
"1,2-Naphthalenedione, 6-bromo- (9CI)",O=C1C=Cc2cc(Br)ccc2C1=O,1.784
"Phosphorodithioic acid, O,O-diethyl S-((5-(2-propenylthio)-1,3,4-thiadiazol-2-yl)methyl) ester",C=CCSc1nnc(CSP(=S)(OCC)OCC)s1,3.188
"Benzenamine, N-(2,4-dichlorophenyl)-N-methyl-2,4-dinitro-6-(trifluoromethyl)-",CN(c1ccc(Cl)cc1Cl)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,4.96
"Benzenamine, N-(2,4-difluorophenyl)-N-methyl-2,4-dinitro-6-(trifluoromethyl)-",CN(c1ccc(F)cc1F)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,3.179
"3-Azabicyclo(3.2.2)nonane, 3-(2-(5-methoxy-2,7-dimethyl-1H-indol-3-yl)ethyl)-",COc1cc(C)c2[nH]c(C)c(CCN3CC4CCC(CC4)C3)c2c1,2.6180000000000003
"Methanesulfonamide, N,N-bis(2-(methylsulfonyloxy)ethyl)-",CS(=O)(=O)OCCN(CCOS(C)(=O)=O)S(C)(=O)=O,3.054
"1H-Pyrrole-1-carboxamide, N,N'-methylenebis(2,5-dihydro-2,5-dioxo- (9CI)",O=C1C=CC(=O)N1C(=O)NCNC(=O)N1C(=O)C=CC1=O,2.313
"4H-Dibenzo(de,g)quinoline, 5,6,6a,7-tetrahydro-1,2,9,10-tetramethoxy-6-methyl-, (S)- (9CI)",COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,2.814
"Thiazole, 5-methoxy-2-methyl-",COc1cnc(C)s1,2.014
"1,2,4-Benzenetricarboxylic acid, 1-(2-((1-oxo-2-propenyl)oxy)ethyl) ester",C=CC(=O)OCCOC(=O)c1ccc(C(=O)O)cc1C(=O)O,1.985
"1-Pentanone, 1-(4-aminophenyl)-",CCCCC(=O)c1ccc(N)cc1,3.324
"Carbamic acid, methyl-, o-(4-methyl-1,3-dioxolan-2-yl)phenyl ester",CNC(=O)Oc1ccccc1C1OCC(C)O1,3.334
"4H-Dibenzo(de,g)quinoline, 5,6,6a,7-tetrahydro-1,2-dimethoxy-6-methyl-, (R)- (9CI)",COc1cc2c3c(c1OC)-c1ccccc1CC3N(C)CC2,3.023
"Cychohexanecarbonitrile, 1,3,3-trimethyl-5-oxo-",CC1(C)CC(=O)CC(C)(C#N)C1,3.429
"Butyric acid, 2-methyl-, 9-ester with 9,10-dihydro-9,10-dihydroxy-8,8-dimethyl-2H,8H-benzo(1,2-b:3,4-b')dipyran-2-one-acetate",CCC(C)C(=O)OC1C(OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,2.505
"Hexanophenone, 4'-amino-",CCCCCC(=O)c1ccc(N)cc1,2.947
"Crotonic acid, 3-methyl-, 9-ester with 9,10-dihydro-9,10-dihydroxy-8,8-dimethyl-2H,8H-benzo(1,2-b:3,4-b')-dipyran-2-one acetate",CC(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)C=C(C)C,2.667
"Carbamic acid, methyl-, o-(m-dioxan-2-yl)phenyl ester",CNC(=O)Oc1ccccc1C1OCCCO1,3.2230000000000003
"2-Propanol, 1,1'-ethylenediiminobis(3-chloro-",OC(CCl)CNCCNCC(O)CCl,2.389
"Acetamide, N-(2,5-dichloro-4-nitrophenyl)-",CC(=O)Nc1cc(Cl)c([N+](=O)[O-])cc1Cl,1.945
"3H-Pyrazol-3-one, 1,2-dihydro-1,5-dimethyl-4-(1-methylethyl)-2-phenyl-",Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,2.428
"Carbamic acid, methyl-, o-(4,7-dihydro-1,3-dioxepin-2-yl)phenyl ester",CNC(=O)Oc1ccccc1C1OCC=CCO1,3.853
"Biphenyl, 4-isopropyl-",CC(C)c1ccc(-c2ccccc2)cc1,1.3630000000000002
"Guanidine, N,N'-bis(1-methylethyl)-",CC(C)NC(=N)NC(C)C,1.6969999999999998
Platyphylline,CC=C1CC(C)C(C)(O)C(=O)OCC2CCN3CCC(OC1=O)C23,2.037
"Cinchonan-3,9-diol, 10,11-dihydro-6'-methoxy-, 3-acetate, (3-alpha,9S)-",CCC1(OC(C)=O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,2.807
"Senecionan-11,16-dione, 13,19-didehydro-12-hydroxy- (9CI)",C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,3.636
"Cinchonan-3,9-diol, 10,11-dihydro-6'-methoxy-, (9S)-",CCC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,2.756
"Biphenyl, 4-octyl- (6CI,7CI,8CI)",CCCCCCCCc1ccc(-c2ccccc2)cc1,2.045
"1,6-Hexanediamine, N-butyl-",CCCCNCCCCCCN,2.507
"1,3,5-Triazine-2,4,6-triamine, N,N'''-1,6-hexanediylbis(N,N''-di-2-propenyl-N-(2,2,6,6-tetramethyl-4-piperidinyl)-",C=CCNc1nc(NCC=C)nc(N(CCCCCCN(c2nc(NCC=C)nc(NCC=C)n2)C2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)n1,2.285
"Sulfide, m-chlorophenyl phenyl (6CI,7CI)",Clc1cccc(Sc2ccccc2)c1,2.222
"1H-1,2,4-Triazole, 1-((bis(4-fluorophenyl)methylsilyl)methyl)-",C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,2.67
"Oxyacanthan, 6',12'-dimethoxy-2,2'-dimethyl-6,7-(methylenebis(oxy))- (9CI)",COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,2.482
"Phosphoramidodithioic acid, ethylformyl-, O-ethyl S-(1-methylpropyl) ester",CCOP(=S)(SC(C)CC)N(C=O)CC,3.449
"4-Picoline, 2-chloro-6-methoxy-alpha,alpha,alpha-trichloro-",COc1cc(C(Cl)(Cl)Cl)cc(Cl)n1,2.24
"2-Naphthaleneacetic acid, 6-methoxy-alpha-methyl-, 2,3-dihydroxypropyl ester",COc1ccc2cc(C(C)C(=O)OCC(O)CO)ccc2c1,2.271
"1,3-Benzenedicarboxylic acid, bis(oxiranylmethyl) ester (9CI)",O=C(OCC1CO1)c1cccc(C(=O)OCC2CO2)c1,2.444
"4H-1-Benzopyran-4-one, 2,3-dihydro-",O=C1CCOc2ccccc21,1.7480000000000002
"Benzeneacetic acid, 3,5-diiodo-4-(4-hydroxy-3-(1-methylethyl)phenoxy)-",CC(C)c1cc(Oc2c(I)cc(CC(=O)O)cc2I)ccc1O,4.998
"Benzenemethanol, alpha-(1-aminoethyl)-, (R-(R*,S*))- (9CI)",CC(N)C(O)c1ccccc1,1.993
"2H-Pyran, tetrahydro-2,5-bis(epoxyethyl)-",C1CC(C2CO2)OCC1C1CO1,2.009
"Benzenamine, 4,4'-carbonimidoylbis(N,N-dimethyl-",CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,1.95
"Benzoic acid, 4-(3,3-dimethyl-1-triazenyl)- (9CI)",CN(C)N=Nc1ccc(C(=O)O)cc1,2.781
"Butanoic acid, 4-(((3-(trifluoromethyl)phenyl)sulfonyl)amino)-",O=C(O)CCCNS(=O)(=O)c1cccc(C(F)(F)F)c1,1.379
"Methanediamine, 1-(2-furanyl)-N,N'-bis(2-furanylmethylene)- (9CI)",C(=NC(N=Cc1ccco1)c1ccco1)c1ccco1,2.827
"2H-1-Benzopyran-3-ol, 3,4-dihydro-8-(2-hydroxy-3-((1-methylethyl)amino)propoxy)-",CC(C)NCC(O)COc1cccc2c1OCC(O)C2,2.184
"Phenol, 2-methyl-3,5-dinitro- (9CI)",Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],3.899
Bicyclo(2.2.1)hept-2-ene,C1=CC2CCC1C2,0.921
"Pyrazole, 3-propyl-",CCCc1cc[nH]n1,2.252
"Acetic acid, (2-(2,3,5,6-tetrachlorophenoxy)phenyl)-",O=C(O)Cc1ccccc1Oc1c(Cl)c(Cl)cc(Cl)c1Cl,3.082
"1,2-Propanediol, 3-phenoxy-, diacetate",CC(=O)OCC(COc1ccccc1)OC(C)=O,1.682
"5H-(1)Benzopyrano(3,4-c)pyridin-5-one, 1,2,3,4-tetrahydro-3-(2-(ethylamino)propyl)-",CCNC(C)CN1CCc2c(c(=O)oc3ccccc23)C1,2.98
"2-Butanone, 3,3-dimethyl-1-(methylsulfonyl)-, oxime",CC(C)(C)C(CS(C)(=O)=O)=NO,2.42
"1,3,5-Triazine-2,4-diamine, 6-chloro-N-ethyl-N'-(1-methylpropyl)-",CCNc1nc(Cl)nc(NC(C)CC)n1,1.884
"Carbonochloridic acid, phenylmethyl ester",O=C(Cl)OCc1ccccc1,1.755
"1H-1,2,4-Triazole-1-ethanol, alpha-(2,4-difluorophenyl)-alpha-(1H-1,2,4-triazol-1-ylmethyl)-",OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,2.382
"2-Butanone, 3,3-dimethyl-1-(methylsulfinyl)-, oxime",CS(=O)CC(=NO)C(C)(C)C,1.948
"Phosphoric acid, 4-(methylthio)phenyl dipropyl ester (9CI)",CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,3.698
"Propanamide, 3-chloro-N-(phenylmethyl)- (9CI)",O=C(CCCl)NCc1ccccc1,1.791
"Thioperoxydicarbonic acid (((HO)C(S))2S2), diethyl ester",CCOC(=S)SSC(=S)OCC,2.7030000000000003
"1H-1,2,4-Triazole-1-ethanamidothioic acid, N-(2,4-dichlorophenyl)-, (4-chlorophenyl)methyl ester",Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,2.167
"Benzimidazole, 5-bromo-6-chloro-2-(trifluoromethyl)-",FC(F)(F)c1nc2cc(Br)c(Cl)cc2[nH]1,4.52
"1-Propanamine, 3,3'-(1,4-butanediylbis(oxy))bis-",NCCCOCCCCOCCCN,1.7719999999999998
"Benzoxazolium, 2-(2-ethoxy-1-propenyl)-3-(3-sulfopropyl)-, inner salt",CCOC(C)=Cc1oc2ccccc2[n+]1CCCS(=O)(=O)[O-],1.471
"Phosphonic acid, ethyl-, monoethyl ester",CCOP(=O)(O)CC,1.816
"Dibenzo(b,e)(1,4)dioxin, 1,2,3,4,7,8-hexachloro-",Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,5.644
"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(2-nitrophenyl)-, methyl 2-oxopropyl ester",COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],2.425
"4-(Chloromethyl)-1,2-dimethoxybenzene",COc1ccc(CCl)cc1OC,1.599
"Thioperoxydicarbonic diamide (((H2N)C(S)),S2) (9CI)",NC(=S)SSC(N)=S,1.976
"Urea, N,N''-methylenebis(N'-(1-(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-",O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,1.536
"1,4-Dithiane",C1CSCCS1,1.638
"Pyrido(2,3-d)pyrimidine-2,4-diamine, 5-methyl-6-(1-methylpropyl)- (9CI)",CCC(C)c1cnc2nc(N)nc(N)c2c1C,3.364
"m-Cresol, 6-hexyl-",CCCCCCc1ccc(C)cc1O,1.922
"1H-Indole-3-acetic acid, 1-(4-chlorobenzoyl)-5-methoxy-2-methyl-2-((2-carboxyphenoxy)carbonyl)phenyl ester",COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.977
"Acetonitrile, 2,2',2''-nitrilotris-",N#CCN(CC#N)CC#N,3.429
"Bufa-4,20,22-trienolide, 6-(acetyloxy)-3,8,14-trihydroxy-, (3-beta,6-beta)- (9CI)",CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)CCC(O)C=C12,5.038
"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, cyano(3-phenoxyphenyl)methyl ester",CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,3.072
"Pyrimidine, 2,4-diamino-5-(p-bromophenyl)-6-methyl-",Cc1nc(N)nc(N)c1-c1ccc(Br)cc1,3.048
"Thiourea, N-phenyl-N'-2-propenyl-",C=CCNC(=S)Nc1ccccc1,2.4090000000000003
"Bufa-4,20,22-trienolide, 6-(acetyloxy)-3-(beta-D-glucopyranosyloxy)-8,14-dihydroxy-, (3beta,6beta)- (9CI)",CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)CCC(OC3OC(CO)C(O)C(O)C3O)C=C12,6.159
"Succinic acid, (2-(trichloromethyl)-1,3-dioxolan-4-yl)methyl ester",O=C(O)CCC(=O)OCC1COC(C(Cl)(Cl)Cl)O1,1.976
"Octanamide, N-hydroxy- (9CI)",CCCCCCCC(=O)NO,1.173
"Hydrazinecarbothioamide, 2,2'-methylenebis-",NC(=S)NNCNNC(N)=S,4.486000000000001
"Ethanol, 2-(ethylsulfonyl)-",CCS(=O)(=O)CCO,0.885
"1H-Pyrrole-2-acetic acid, 1-methyl-5-(4-methylbenzoyl)-, 2-(2-(4-methyl-1-piperazinyl)-2-oxoethyl)hydrazide",Cc1ccc(C(=O)c2ccc(CC(=O)NNCC(=O)N3CCN(C)CC3)n2C)cc1,2.624
"Benzeneacetic acid, alpha-methyl-4-((2-methyl-2-propenyl)amino)-",C=C(C)CNc1ccc(C(C)C(=O)O)cc1,2.6010000000000004
"L-Valine, N-((2,4-dichlorophenoxy)acetyl)- (9CI)",CC(C)C(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,2.63
"Piperazine, 1-methyl-4-((1-methyl-5-(4-methylbenzoyl)-1H-pyrrol-2-yl)acetyl)-",Cc1ccc(C(=O)c2ccc(CC(=O)N3CCN(C)CC3)n2C)cc1,2.531
"1-Propanethiol, 2-methyl-",CC(C)CS,1.1
"Isoxazolidine, 2-(2-(4-((3,5-dichloro-2-pyridinyl)oxy)phenoxy)-1-oxopropyl)-, (+-)-",CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,2.884
"Ethanol, 2-(heptyloxy)-",CCCCCCCOCCO,1.847
"4,7-Methano-1H-indene, 1,2,3,4,5,6,7,8,8-nonachlor-2,3,3a,4,7,7a-hexahydro-, (1-alpha,2-beta,3-alpha,3a-alpha,4-beta,7-beta,7a-alpha)-",ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)C(Cl)C3C1(Cl)C2(Cl)Cl,2.949
"Tricyclo(3.3.1.1(sup 3,7))decane-1-carboxylic acid, 2,5-dihydro-4-butyl-1,2-diphenyl-5-oxo-1H-pyrazol-3-yl ester",CCCCc1c(OC(=O)C23CC4CC(CC(C4)C2)C3)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.443
"1,3,4-Metheno-1H-cyclobuta(cd)pentalene, 1,1a,2,2,3,3a,4,5,5,5a,5-undecachlorooctahydro-",ClC1(Cl)C2(Cl)C3C4(Cl)C1(Cl)C1(Cl)C4(Cl)C(Cl)(Cl)C3(Cl)C21Cl,3.407
"2H-Pyran-5-carboxylic acid, 3,4-dihydro-6-(o-hydroxyphenyl)-2-methoxy-2-methyl-4-phenyl-, delta-lactone",COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,1.906
"2-Thiophenecarboxylic acid, 2,5-dihydro-4-butyl-1,2-diphenyl-5-oxo-1H-pyrazol-3-yl ester",CCCCc1c(OC(=O)c2cccs2)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.552
"Dimethylamine, 1-methoxy-N-nitroso-",COCN(C)N=O,2.172
"Phenol, 4,4'-(1,2-diethyl-1,2-ethenediyl)bis-, bis(dihydrogen phosphate), (E)-",CCC(=C(CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,2.155
"1,3-Benzodioxole-5-carboxylic acid, 2,5-dihydro-4-butyl-1,2-diphenyl-5-oxo-1H-pyrazol-3-yl ester",CCCCc1c(OC(=O)c2ccc3c(c2)OCO3)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.522
Tetradecylheptaethoxylate,CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,2.303
"Diethylene glycol, diester with butylphthalate",CCCCOC(=O)c1ccccc1C(=O)OCCOCCOC(=O)c1ccccc1C(=O)OCCCC,1.67
"2,6-Piperidinedione, 4-(2-hydroxy-2-(5-hydroxy-3,5-dimethyl-2-oxocyclohexyl)ethyl)- (VAN) (9CI)",CC1CC(C)(O)CC(C(O)CC2CC(=O)NC(=O)C2)C1=O,4.996
"Acetamide, N-((acetylamino)methyl)-2-chloro-N-(2,6-diethylphenyl)-",CCc1cccc(CC)c1N(CNC(C)=O)C(=O)CCl,1.981
"4-Heptanone, 3-(phenylmethyl)-",CCCC(=O)C(CC)Cc1ccccc1,1.6669999999999998
"Acetic acid, phenoxy-, 2-propenyl ester",C=CCOC(=O)COc1ccccc1,2.565
"2-Cyclohexen-1-one, 2-(1-(ethoxyimino)propyl)-3-hydroxy-5-(2,4,6-trimethylphenyl)-",CCON=C(CC)C1=C(O)CC(c2c(C)cc(C)cc2C)CC1=O,2.547
"Benzene, 1-methyl-2-(1-methylethyl)-",Cc1ccccc1C(C)C,1.7990000000000002
"Dibenzo-p-dioxin, 1,2,3,7,8-pentachloro-",Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.238
"1,3-Benzodioxol-4-ol, 2,2-diethyl-, methylcarbamate",CCC1(CC)Oc2cccc(OC(=O)NC)c2O1,3.737
"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-4-(5,6-dihydro-1,4-dioxin-2-yl)-2,6-dimethyl-, diethyl ester",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1=COCCO1,2.227
"Benzonitrile, 2-methyl-",Cc1ccccc1C#N,1.564
"Carbamic acid, acetylmethyl-, 2,2-diethyl-1,3-benzodioxol-4-yl ester",CCC1(CC)Oc2cccc(OC(=O)N(C)C(C)=O)c2O1,2.893
"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-4-(5,6-dihydro-1,4-dioxin-2-yl)-2,6-dimethyl-, dipropyl ester",CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCC)C1C1=COCCO1,2.262
"Phosphonic acid, methyl-, diphenyl ester",CP(=O)(Oc1ccccc1)Oc1ccccc1,3.027
"Phosphorothioic acid, O-(2,5-dichloro-4-iodophenyl) O,O-diethyl ester",CCOP(=S)(OCC)Oc1cc(Cl)c(I)cc1Cl,3.498
"2(3H)-Benzoxazolone, 6-chloro-3-(chloromethyl)-",O=c1oc2cc(Cl)ccc2n1CCl,1.967
"2H-1-Benzopyran-2-one, 7-methoxy-",COc1ccc2ccc(=O)oc2c1,1.612
"Hydrazine, 1-(1,5-dimethylhexyl)-",CC(C)CCCC(C)NN,3.1260000000000003
"Salicylamide, N-(1,2,3-trimethyl-3-pyrazolin-5-ylidene)-",Cc1cc(=NC(=O)c2ccccc2O)n(C)n1C,2.226
"Alanine, 3-(p-(bis(2-chloroethyl)amino)phenyl)-, DL-",NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,3.463
"1H-Pyrrolizine-7a(5H)-acetamide, N-(2,6-dimethylphenyl)tetrahydro-",Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,3.029
"Furo(3',4':6,7)naphtho(2,3-d)-1,3-dioxol-6(5ah)-one, 5,8,8a,9-tetrahydro-, (5R-(5-alpha,5a-beta,8a-alpha,9-alpha))-",COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,2.898
"D-Streptamine, O-2-amino-2-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(O-2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl-(1-3)-beta-D-ribofuranosyl-(1-5))-2-deoxy-",NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,1.454
"Ethanone, 1-(2-hydroxy-3-propyl-4-(4-(1H-tetrazol-5-yl)butoxy)phenyl)-",CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,2.69
"1-Pyrrolidinecarboxylic acid, 2,4-dichlorophenyl ester",O=C(Oc1ccc(Cl)cc1Cl)N1CCCC1,2.073
"2-Propanone, 1,3-dichloro-",O=C(CCl)CCl,3.803
"Benzene, 1-methyl-3-(1-methylethyl)-",Cc1cccc(C(C)C)c1,1.655
"(+-)-11-Ethoxy-5,11-dihydro-5-methyl-6H-dibenz(b,e)azepin-6-one",CCOC1c2ccccc2C(=O)N(C)c2ccccc21,1.825
Cycloheptapentylose,OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,1.781
"Pyridinium, 3-carboxy-1-methyl-, hydroxide, inner salt (8CI)",C[n+]1cccc(C(=O)[O-])c1,1.4380000000000002
"Propanoic acid, 2,2-dimethyl-, 1-oxo-2-(2,4,6-trimethylphenyl)-1H-inden-3-yl ester",Cc1cc(C)c(C2=C(OC(=O)C(C)(C)C)c3ccccc3C2=O)c(C)c1,1.639
"Phosphinic acid, (chloromethyl)phenyl-, p-nitrophenyl ester",O=[N+]([O-])c1ccc(OP(=O)(CCl)c2ccccc2)cc1,3.1860000000000004
"Cinnamamide, N,N-dimethyl-3,4-methylenedioxythio-",CN(C)C(=S)C=Cc1ccc2c(c1)OCO2,2.422
"Phosphine, diphenylpropyl-",CCCP(c1ccccc1)c1ccccc1,2.265
"Cinnamamide, N-methyl-3,4-methylenedioxythio-",CNC(=S)C=Cc1ccc2c(c1)OCO2,2.983
"Benzoic acid, 3,4-dihydroxy-5-((3,4,5-trihydroxybenzoyl)oxy)- (9CI)",O=C(O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,2.154
"2-Pyridinecarboxylic acid, 5-butyl-",CCCCc1ccc(C(=O)O)nc1,2.572
"Phosphorothioic acid, O-ethyl O-phenyl S-propyl ester",CCCSP(=O)(OCC)Oc1ccccc1,2.946
"Cinnamamide, N,N-dimethyl-3,4,5-trimethoxythio-",COc1cc(C=CC(=S)N(C)C)cc(OC)c1OC,3.701
"2-Propenoic acid, 3-(3-hydroxy-4-methoxyphenyl)-",COc1ccc(C=CC(=O)O)cc1O,1.391
"Morpholine, 4-(3-(4-imidazolyl)thioacryloyl)-",S=C(C=Cc1c[nH]cn1)N1CCOCC1,2.299
"Oxirane, ((1,1-dimethylethoxy)methyl)-",CC(C)(C)OCC1CO1,1.814
"Octanoic acid, 1,2,3-propanetriyl ester",CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1.15
"Triazene, 1-(p-iodophenyl)-3-methyl-",CNN=Nc1ccc(I)cc1,2.719
"Cyclohexaamine, N,N'-methanetetraylbis- (9CI)",C(=NC1CCCCC1)=NC1CCCCC1,2.712
"1H-Imidazole, 2,4,5-trichloro-",Clc1nc(Cl)c(Cl)[nH]1,4.1930000000000005
"4-Piperidinecarboxamide, 4-(dimethylamino)-N-(2,6-dimethylphenyl)-1-(2-hydroxycyclohexyl)-, trans-(+-)-",Cc1cccc(C)c1NC(=O)C1(N(C)C)CCN(C2CCCCC2O)CC1,4.888
"1-Triazene, 1-methyl-3-(4-nitrophenyl)- (9CI)",CN=NNc1ccc([N+](=O)[O-])cc1,2.5860000000000003
"Benzene, methyl(1-phenylethyl)-",Cc1ccccc1C(C)c1ccccc1,2.05
