Drug,Y
ClC1CCC2SC1CCC2Cl,2.175
ClC=C(Cl)CCl,2.373
ClC=C(Cl)Cl,1.4269999999999998
ClC=C(Cl)c1ccccc1,1.636
ClC=CCCl,2.373
ClC=CCl,1.9975
ClCBr,1.413
ClCC(Cl)(Cl)CCl,1.46
ClCC(Cl)=C(Cl)C(Cl)Cl,2.685
ClCC(Cl)=C(Cl)Cl,2.7110000000000003
ClCC(Cl)C(Cl)CCl,2.94
ClCC(Cl)CCl,2.6630000000000003
ClCC(Cl)Cl,2.2030000000000003
ClCC1(CCl)COC1,2.412
ClCC1CO1,3.012
ClCC1COC(C(Cl)(Cl)Cl)O1,2.38
ClCC=CCCl,3.148
ClCCCBr,2.229
ClCCCCCCCCC(Cl)(Cl)Cl,2.857
ClCCCl,2.169
ClCCN(CCCl)CCCl,4.612
ClCCN(CCCl)c1ccccc1,2.96
ClCCOCCC(OCCCl)OCCCl,2.595
ClCCOCCCl,3.28
ClCCOCCOCCCl,2.874
ClCCOCCOCCOCCCl,3.109
ClCCOCOCCCl,3.425
ClCCOP(OCCCl)OCCCl,3.431
ClCCl,1.725
ClCNc1cc(Cl)ccc1Oc1ccc(Cl)cc1,2.62
ClCOCCl,2.738
ClCc1c(Cl)cc(Cl)cc1Cl,1.874
ClCc1ccc(CCl)c2ccccc12,2.051
ClCc1cccc(Oc2ccccc2)c1,2.252
ClCc1cccc2ccccc12,2.298
ClCc1ccccc1,2.012
ClCc1ccccc1CCl,1.888
ClN(Cl)c1nc(N(Cl)Cl)nc(N(Cl)Cl)n1,1.823
ClP(Cl)Oc1ccccc1,2.457
ClP(Cl)c1ccccc1,2.952
ClSC(Cl)(Cl)Cl,3.352
Cl[Si](Cl)(Cl)CCc1ccccc1,1.928
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.455
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,8.605
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,1.622
Clc1cc(Cl)c(Cl)c(Cl)c1,2.097
Clc1cc(Cl)c2nsnc2c1Cl,2.17
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,4.828
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,5.644
Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.238
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,10.207
Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,5.57
Clc1ccc(C(Cl)(Cl)Cl)cc1,2.448
Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,2.152
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,3.61
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,3.452
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,2.989
Clc1ccc(CSC(Cn2cncn2)=Nc2ccc(Cl)cc2Cl)cc1,2.167
Clc1ccc(Cc2ccc(Cl)cc2)cc1,2.375
Clc1ccc(Cl)c(Cl)c1Cl,2.267
Clc1ccc(N2CCN(CC=Cc3ccccc3)CC2)nn1,2.814
Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,1.806
Clc1ccc(OCOc2ccc(Cl)cc2)cc1,1.6669999999999998
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,1.913
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,3.0010000000000003
Clc1ccc2ocnc2c1,2.373
Clc1cccc(C(Cl)(Cl)Cl)n1,2.39
Clc1cccc(C2CCCCC2)c1Cl,1.683
Clc1cccc(Cl)c1Cl,1.996
Clc1cccc(Cl)c1N=C1NCCN1,3.1660000000000004
Clc1cccc(SCc2nnn[nH]2)c1,2.013
Clc1cccc(Sc2ccccc2)c1,2.222
Clc1ccccc1,1.692
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,2.688
Clc1nc(C(Cl)(Cl)Cl)c(Cl)c(Cl)c1Cl,2.259
Clc1nc(Cl)c(Cl)[nH]1,4.1930000000000005
Clc1nc(Cl)nc(Cl)n1,2.58
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,2.009
Clc1sc(Cl)c(Cl)c1Cl,3.5010000000000003
Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,2.725
Cn1c(=N)oc2ccc(Cl)cc21,2.262
Cn1c(=O)c2c(nc(Cc3ccc(N)cc3)n2C)n(C)c1=O,2.893
Cn1c(=O)c2c(ncn2C)n(C)c1=O,3.005
Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,2.423
Cn1c(=O)c2c(ncn2CC2SCCS2)n(C)c1=O,2.211
Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,1.394
Cn1c(=O)n(-c2ccccc2)c2nc(Cl)ccc21,2.171
Cn1c(=O)sc2cccc(Cl)c21,2.012
Cn1c([N+](=O)[O-])cnc1C=Cc1ccnc(N)n1,1.511
Cn1c([N+](=O)[O-])cnc1COC(N)=O,1.77
Cn1cc[nH]c1=S,1.705
Cn1cnc([N+](=O)[O-])c1Sc1[nH]cnc2ncnc1-2,2.715
Cn1cnc2c1c(=O)[nH]c(=O)n2C,2.154
Cn1nc(-c2ccccc2)c2conc2c1=O,2.356
FC(Cl)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.783
FC(Cl)C(F)(Cl)Cl,1.337
FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,2.665
FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F,2.58
FC(F)(F)C(Cl)(Cl)C(F)(F)Cl,1.199
FC(F)(F)C(Cl)Br,1.541
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,1.104
FC(F)(F)COC1CCC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,2.945
FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,2.287
FC(F)(F)c1ccc(Cl)c(Cl)c1,1.871
FC(F)(F)c1ccc(Cl)cc1Cl,2.0
FC(F)(F)c1ccc2[nH]c(C(F)(F)F)nc2c1,4.45
FC(F)(F)c1cccc(C2CNCCO2)c1,2.931
FC(F)(F)c1cccc(CNC2=NCCS2)c1,3.716
FC(F)(F)c1cccc(N=Cc2cccnc2)c1,2.495
FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1,2.724
FC(F)(F)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,5.0
FC(F)(F)c1nc2c(Br)c(Br)c(Br)cc2[nH]1,4.77
FC(F)(F)c1nc2c(Br)c(Br)c(Cl)c(Br)c2[nH]1,4.74
FC(F)(F)c1nc2c(Br)c(Br)cc(Br)c2[nH]1,4.52
FC(F)(F)c1nc2c(Br)c(Cl)c(Br)cc2[nH]1,4.65
FC(F)(F)c1nc2c(Br)cc(Cl)cc2[nH]1,4.62
FC(F)(F)c1nc2c(Br)cccc2[nH]1,3.976
FC(F)(F)c1nc2c(Cl)c(Br)c(Br)c(Br)c2[nH]1,4.94
FC(F)(F)c1nc2c(Cl)c(Br)c(Br)c(Cl)c2[nH]1,5.08
FC(F)(F)c1nc2c(Cl)c(Br)c(Cl)cc2[nH]1,4.58
FC(F)(F)c1nc2c(Cl)c(Cl)c(Br)cc2[nH]1,5.08
FC(F)(F)c1nc2c(Cl)c(Cl)c(Cl)c(Cl)c2[nH]1,6.121
FC(F)(F)c1nc2c(Cl)c(Cl)c(Cl)cc2[nH]1,5.28
FC(F)(F)c1nc2c(Cl)c(Cl)ccc2[nH]1,4.29
FC(F)(F)c1nc2c(Cl)cc(Br)cc2[nH]1,4.67
FC(F)(F)c1nc2c(Cl)cc(Cl)cc2[nH]1,4.89
FC(F)(F)c1nc2c(Cl)cc(I)cc2[nH]1,5.38
FC(F)(F)c1nc2c(Cl)cccc2[nH]1,4.06
FC(F)(F)c1nc2c(I)cc(Cl)cc2[nH]1,4.159
FC(F)(F)c1nc2c(I)cc(I)cc2[nH]1,4.164
FC(F)(F)c1nc2cc(-c3ccccc3)ccc2[nH]1,3.58
FC(F)(F)c1nc2cc(Br)c(Cl)cc2[nH]1,4.52
FC(F)(F)c1nc2cc(Cl)c(Cl)cc2[nH]1,4.51
FC(F)(F)c1nnc2c3ccccc3ccn12,2.556
FC(F)=C(F)CCSc1ncccn1,2.459
FC(F)=C(F)c1ccccc1,1.801
FC(F)C(F)(F)Oc1ccccc1,1.589
FC(F)OC(Cl)C(F)(F)F,1.587
FC1(F)CC(C2CC3(Cl)C(Cl)=C(Cl)C2(Cl)C3(Cl)Cl)C1(F)F,2.89
FCCBr,4.405
FCCOC(Cl)C(Cl)(Cl)Cl,4.106
FCOC(C(F)(F)F)C(F)(F)F,1.268
F[Si](F)(F)c1ccccc1,2.719
Fc1c(Br)c(Br)c2nc(C(F)(F)F)[nH]c2c1Br,4.66
Fc1c(Br)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Br,4.8
Fc1c(Br)c(F)c2nc(C(F)(F)F)[nH]c2c1Br,4.72
Fc1c(Cl)c(Br)c2nc(C(F)(F)F)[nH]c2c1Cl,4.75
Fc1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,5.56
Fc1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl,5.11
Fc1c(Cl)c(F)c2nc(C(F)(F)F)[nH]c2c1Cl,5.24
Fc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,4.62
Fc1c(F)c(F)c2[nH]c(C(F)(F)F)nc2c1F,4.888999999999999
Fc1cc(Br)c2nc(C(F)(F)F)[nH]c2c1,4.7
Fc1cc(Cl)cc2[nH]c(C(F)(F)F)nc12,4.51
Fc1cc(F)c2[nH]c(C(F)(F)F)nc2c1F,5.02
Fc1cc(F)c2nc(C(F)(F)F)[nH]c2c1,4.95
Fc1cc2[nH]c(C(F)(F)F)nc2c(Br)c1Cl,4.6
Fc1ccc(Br)cc1,1.812
Fc1ccc(SCc2ccc(Cl)cc2)cc1,1.926
Fc1ccc2[nH]c(C(F)(F)F)nc2c1,4.09
IC(I)I,3.045
Ic1ccc(Nc2nnc(CCN3c4ccccc4Sc4ccccc43)s2)cc1,2.232
Ic1ccccc1,2.055
Ic1nc(I)c(I)[nH]1,3.205
N#CC#CC#N,2.237
N#CC(=C1SCC(c2ccccc2Cl)S1)n1ccnc1,2.6910000000000003
N#CC(=Cc1ccc(Cl)cc1Cl)C(=O)O,3.685
N#CC(=NOCC1OCCO1)c1ccccc1,1.6669999999999998
N#CC(Br)Br,2.909
N#CC(C#N)=C(C#N)C#N,4.409
N#CC(C#N)=Cc1ccccc1Cl,3.025
N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,3.455
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,3.129
N#CC(Cl)(Cl)C#N,3.016
N#CC(Cl)(Cl)CCl,2.8505000000000003
N#CC(Cl)=C(Cl)Cl,3.398
N#CC(Cl)CCl,3.751
N#CC(Cl)CS(=O)(=O)c1ccccc1,2.629
N#CC(F)(F)C(F)(F)C(F)(F)C#N,1.891
N#CC(N=Nc1ccc(C(F)(F)F)cc1)=NNc1ccc(C(F)(F)F)cc1,2.798
N#CC(OC1OC(CO)C(O)C(O)C1O)c1ccccc1,2.722
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,2.943
N#CC1(O)CCCCC1,4.097
N#CC1CCCCC1,3.135
N#CC1OC1C#N,2.576
N#CC=C(Cl)C#N,1.215
N#CC=CC#N,3.0309999999999997
N#CC=CCCC#N,2.446
N#CC=Cc1ccccc1,1.493
N#CCC#N,3.674
N#CCC(=O)O,1.754
N#CCC(=O)c1ccc(N)cc1,1.85
N#CCCC#N,2.25
N#CCCC1(CCC#N)c2ccccc2-c2ccccc21,2.097
N#CCCC1CN2CCc3cc4c(cc3C2CC1=O)OCO4,2.326
N#CCCCCC#N,2.844
N#CCCCCC(=O)O,2.104
N#CCCCCCCC#N,2.958
N#CCCCCCN,2.136
N#CCCC[Si](Cl)(Cl)Cl,1.855
N#CCCCl,2.952
N#CCCN(CCO)c1ccccc1,1.773
N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,2.01
N#CCCNCCC#N,1.659
N#CCCNc1ccccc1,1.493
N#CCCOCCCCOCCC#N,1.6909999999999998
N#CCCSCCC#N,1.5219999999999998
N#CCCl,2.536
N#CCN(CC#N)CC#N,3.429
N#CCN1CCOCC1,2.011
N#CCNCC#N,2.127
N#CCO,3.552
N#CCON=C(C#N)c1ccccc1,1.91
N#CCc1ccc(Cl)cc1,3.482
N#CN=C1SCCN1Cc1ccc(Cl)nc1,2.755
N#CN=c1ccccn1Cc1c(Cl)cccc1Cl,2.745
N#CN=c1ccccn1Cc1ccccc1Cl,2.688
N#CSC=CSC#N,3.266
N#CSCC(Cl)SC#N,3.261
N#CSCCSC#N,3.46
N#CSCSC#N,3.374
N#CSCSc1nc2ccccc2s1,2.545
N#CSc1ccc(N)cc1,2.7960000000000003
N#CSc1cccc(C(=O)O)c1,3.39
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.425
N#Cc1c(Cl)cccc1Cl,1.803
N#Cc1cc(Cl)cc2[nH]c(C(F)(F)F)nc12,4.71
N#Cc1cc(I)c(O)c(I)c1,3.528
N#Cc1cc([N+](=O)[O-])ccc1Cl,1.756
N#Cc1cc([N+](=O)[O-])ccc1N,1.6230000000000002
N#Cc1cc2[nH]c(C(F)(F)F)nc2c(Cl)c1Cl,1.85
N#Cc1ccc(Cl)c([N+](=O)[O-])c1,1.95
N#Cc1ccc(F)cc1C#N,4.019
N#Cc1ccc(N)cc1,2.6210000000000004
N#Cc1ccc([N+](=O)[O-])cc1,3.693
N#Cc1cccc(C#N)c1,2.173
N#Cc1ccccc1C#N,3.631
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)(=O)C(F)(F)F,3.391
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,2.667
N=C(N)NCC1CCC(C(=O)Oc2ccccc2C(=O)OCc2ccccc2)CC1,1.709
N=C(N)NCCCCCCCCNCCCCCCCCNC(=N)N,3.074
N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,2.5
N=C(N)N[N+](=O)[O-],1.009
N=C(Nc1ccccc1)Nc1ccccc1,2.62
N=C1C=C(Br)C(=O)c2c(N)cc(Br)c(O)c21,2.1590000000000003
NC(=O)C(=Cc1ccc([N+](=O)[O-])o1)c1ccco1,2.2030000000000003
NC(=O)C(N)=O,2.294
NC(=O)C(O)(c1ccccc1)c1ccccc1,2.166
NC(=O)C(c1ccccc1)c1ccccc1,2.547
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.37
NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,2.639
NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2.812
NC(=O)C1c2ccccc2C=Cc2ccccc21,2.116
NC(=O)CBr,3.14
NC(=O)CCCCC1CCSS1,2.016
NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,2.394
NC(=O)COc1ccc(Cl)cc1Cl,2.263
NC(=O)Cc1c([O-])on[n+]1Cc1ccccc1,1.719
NC(=O)Cc1nc2cc(Cl)ccc2o1,2.448
NC(=O)N1c2ccccc2C=Cc2ccccc21,2.082
NC(=O)NC(=O)Cc1ccccc1,2.047
NC(=O)NCc1ccccc1,1.745
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,2.526
NC(=O)NO,1.121
NC(=O)Nc1ccccc1,1.833
NC(=O)OC(CCl)Cc1ccccc1,2.64
NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)C1OC(n2cc(CO)c(=O)[nH]c2=O)C(O)C1O,1.539
NC(=O)OCC(O)COc1ccc(Cl)cc1,2.59
NC(=O)OCCCc1ccccc1,2.208
NC(=O)ON=C1CSCCS1,3.568
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,2.228
NC(=O)c1cc2cc(CN3CCCCC3)ccc2o1,3.014
NC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,1.892
NC(=O)c1ccc([N+](=O)[O-])cc1,2.543
NC(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,3.86
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,1.922
NC(=S)C1CC=CCC1,3.451
NC(=S)Cc1cccc2ccccc12,3.526
NC(=S)N=NNc1ccc(Cl)c(Cl)c1,5.396
NC(=S)NC(=S)Nc1ccccc1,2.927
NC(=S)NNCNNC(N)=S,4.486000000000001
NC(=S)Nc1cc(Cl)ccc1Cl,2.867
NC(=S)Nc1ccc(-c2ccc(NC(N)=S)cc2)cc1,3.18
NC(=S)Nc1ccc(Cl)cc1,4.095
NC(=S)Nc1cccc(Cl)c1,3.873
NC(=S)Nc1ccccc1,4.705
NC(=S)SSC(N)=S,1.976
NC(=[NH2+])NCCCC(N)C(=O)[O-],1.5
NC(C(=O)O)c1cc(=O)[nH]o1,3.088
NC(CS)C(=O)O,1.807
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,2.957
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,3.949
NC(Cc1ccc(O)c(C(=O)O)c1)C(=O)O,1.654
NC(Cc1ccc(O)c(O)c1)C(=O)O,2.044
NC(Cc1ccc(Oc2ccc(N(CCCl)CCCl)cc2)cc1)C(=O)O,2.807
NC(N)=O,0.851
NC1(C(=O)O)CCCC1,2.649
NC1=C(Cl)C(=O)c2ccccc2C1=O,2.184
NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,4.274
NC1CC1,2.108
NC1CCC2C3CCC(C3N)C12,2.191
NC1CCCC(N)C1,2.467
NC1CCCCC1N,1.399
NC=O,0.908
NCC(O)CO,1.085
NCC(O)c1ccc(O)cc1,2.092
NCC(O)c1cccc(O)c1,2.594
NCC1CC2CCC1C2,1.948
NCC1CCC(CN)CC1,2.4290000000000003
NCC1CCC=CO1,2.0540000000000003
NCC1CCCC(CN)C1,2.209
NCC1CCCCO1,2.21
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,1.454
NCCCCC(CN)CCCN,2.358
NCCCCCCC(=O)O,1.208
NCCCCCCN,2.19
NCCCCCCNCCCCCCN,2.68
NCCCNCCCNCCCNCCCN,2.394
NCCCNCCNCCCN,2.162
NCCCNCCSP(=O)(O)O,2.414
NCCCOCCCCOCCCN,1.7719999999999998
NCCCOCCOCCCN,1.794
NCCCOCCOCCO,1.4
NCCCOCCOCCOCCCN,1.711
NCCN,2.08
NCCN(CCN)CCN,2.774
NCCN1CCNCC1,1.781
NCCN1CCOCC1,1.6369999999999998
NCCNCCNCCN,1.767
NCCNCCNCCNCCN,1.676
NCCNCCNCCNCCNCCN,2.162
NCCNCCNCc1ccccc1O,1.959
NCCNCc1ccccc1O,1.652
NCCNc1ccc(N)cc1,2.901
NCCO,1.474
NCCOC(=O)c1ccccc1,1.251
NCCOCCO,1.269
NCCOCNc1ccccc1,5.425
NCCOS(N)(=O)=O,1.274
NCc1cccc(CN)c1,2.166
NN1C(=O)CC(c2cccc(Br)c2)C1=O,2.226
NN1C(=O)CSC1=S,4.8260000000000005
NNC(=O)C(N)CS,2.11
NNC(=O)CSc1cc(Oc2ccc(Cl)cc2)ncn1,2.589
NNC(=O)CSc1cc(Oc2ccc(F)cc2)ncn1,2.867
NNC(=O)CSc1cc(Oc2ccccc2)ncn1,3.099
NNC(=O)c1ccncc1,2.04
NNC(=S)NN,3.691
NP(=S)(N1CC1)N1CC1,3.393
NS(=O)(=O)CCNC(=O)N(CCCl)N=O,3.811
NS(=O)(=O)CCl,1.331
NS(=O)(=O)Cc1noc2ccccc12,2.028
NS(=O)(=O)OCC(Cl)(Cl)Cl,1.66
NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl,2.1630000000000003
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.105
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,2.07
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,1.471
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,1.832
NS(=O)(=O)c1ccc(NC(=O)c2cc(=O)c3ccccc3o2)cc1,1.838
NS(=O)(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,4.101
NS(=O)(=O)c1ccccc1,2.2
Nc1c(Br)cc([N+](=O)[O-])cc1[N+](=O)[O-],1.766
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,2.025
Nc1c(Cl)cc(C(=O)NC2CC2)cc1Cl,3.159
Nc1c(Cl)cc(C(=O)O)cc1Cl,1.649
Nc1c(Cl)cc(Cl)cc1C(=O)O,1.699
Nc1c(Cl)cc(Cl)cc1Cl,1.7080000000000002
Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)O)c(Nc3nc(Cl)nc(Cl)n3)c2)c2c1C(=O)c1ccccc1C2=O,1.851
Nc1c2c(nc3ccccc13)CCCC2,3.452
Nc1cc(-c2ccncc2)c[nH]c1=O,3.264
Nc1cc(Cl)c(N)cc1Cl,2.005
Nc1cc(Cl)c([N+](=O)[O-])cc1Cl,1.866
Nc1cc(Cl)ccc1Cl,1.747
Nc1cc(N)cc(C(F)(F)F)c1,2.6660000000000004
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],2.2
Nc1cc([N+](=O)[O-])ccc1Cl,1.933
Nc1cc2c(cc1C1CCCCC1)CCC2C(=O)O,3.681
Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])cc1,2.059
Nc1ccc(-c2ccccc2N)cc1,2.773
Nc1ccc(Br)cc1,2.577
Nc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,1.65
Nc1ccc(Cl)c(Cl)c1,2.4730000000000003
Nc1ccc(Cl)c([N+](=O)[O-])c1,2.635
Nc1ccc(Cl)cc1,2.614
Nc1ccc(Cl)cc1Cl,2.005
Nc1ccc(F)c(F)c1,2.579
Nc1ccc(F)c(F)c1F,2.323
Nc1ccc(I)cc1,2.622
Nc1ccc(N(c2ccccc2)c2ccc(N)cc2)cc1,2.9210000000000003
Nc1ccc(N)c([N+](=O)[O-])c1,1.6969999999999998
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1.614
Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1S(=O)(=O)O,1.383
Nc1ccc(Nc2ccccc2)cc1,2.599
Nc1ccc(O)c([N+](=O)[O-])c1,2.021
Nc1ccc(O)cc1,2.464
Nc1ccc(OP(=O)(Oc2ccc(N)cc2)Oc2ccc(N)cc2)cc1,3.43
Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,2.588
Nc1ccc(Oc2ccc(N)cc2)cc1,2.441
Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,3.294
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,1.198
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,2.341
Nc1ccc(S(=O)(=O)O)c(N)c1,1.733
Nc1ccc(S(=O)(=O)O)c2cccc(O)c12,1.586
Nc1ccc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c12,0.7340000000000001
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,2.395
Nc1ccc(S(N)(=O)=O)cc1,1.645
Nc1ccc(Sc2ccc(N)cc2)cc1,2.381
Nc1ccc([N+](=O)[O-])c(Cl)n1,1.988
Nc1ccc([N+](=O)[O-])c(N)c1,1.5319999999999998
Nc1ccc([N+](=O)[O-])cc1,2.265
Nc1ccc([N+](=O)[O-])cc1Cl,1.429
Nc1ccc([N+](=O)[O-])cc1N,2.352
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.8080000000000003
Nc1ccc2[nH]c(C(F)(F)F)nc2c1,3.477
Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,1.318
Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1,2.181
Nc1ccc2c(c1)C(=O)NC(CCCl)O2,2.064
Nc1ccc2ccccc2c1,2.294
Nc1ccc2ccccc2c1S(=O)(=O)O,1.061
Nc1ccc2sc(-c3ccccc3)nc2c1,1.886
Nc1cccc(-n2ccccc2=O)c1,1.908
Nc1cccc(C(F)(F)F)c1,2.526
Nc1cccc([N+](=O)[O-])c1,2.412
Nc1cccc2c(Cl)ccc(Cl)c12,1.784
Nc1ccccc1,2.571
Nc1ccccc1-c1ccccc1,1.859
Nc1ccccc1C(=O)O,1.404
Nc1ccccc1C(=O)OCC=Cc1ccccc1,1.705
Nc1ccccc1N,2.005
Nc1ccccc1O,1.924
Nc1ccccc1SCc1ncon1,3.417
Nc1ccccc1[N+](=O)[O-],1.936
Nc1ccncc1,3.651
Nc1cnn(-c2ccccc2)c(=O)c1Br,1.496
Nc1cnn(-c2ccccc2)c(=O)c1Cl,2.535
Nc1nc(N)nc(NC2CC2)n1,1.6909999999999998
Nc1nc2c(Cl)cccc2o1,2.528
Nc1nc2cc(Br)ccc2o1,2.3280000000000003
Nc1nc2cc(Cl)c(Br)cc2o1,3.247
Nc1nc2cc(Cl)c(O)cc2o1,2.237
Nc1nc2cc(Cl)ccc2o1,2.334
Nc1nc2cc(F)ccc2o1,2.182
Nc1nc2cc(I)ccc2o1,2.415
Nc1nc2ccc(Cl)cc2o1,2.873
Nc1nc2ccc(OC(F)(F)F)cc2s1,3.716
Nc1nc2cccc(Cl)c2o1,2.614
Nc1nc2ccccc2o1,2.349
Nc1nc[nH]n1,1.883
Nc1ncc(C=Cc2ccc([N+](=O)[O-])o2)nn1,2.97
Nc1ncc2nc[nH]c2n1,2.272
Nc1nccs1,2.319
Nc1ncnc2c1ncn2C1(CO)OC(CO)C(O)C1O,1.473
Nc1ncnc2c1ncn2C1OC2=CC(C(=O)O)(C(O)C(=O)O)OC2C1O,3.579
Nc1ncnc2nccnc12,2.296
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,3.097
Nc1nnc(C=Cc2ccc([N+](=O)[O-])o2)s1,2.104
Nc1nncs1,2.602
Nn1cnc2cc3ccccc3cc2c1=O,2.592
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,3.043
O=C(C(F)(F)Cl)C(F)(Cl)Cl,2.891
O=C(C(F)(F)Cl)C(F)(F)Cl,3.513
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,2.041
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,2.744
O=C(C=Cc1ccccc1)OCCc1ccccc1,1.703
O=C(C=Cc1ccccc1)OCc1ccccc1,1.634
O=C(C=Cc1ccccc1O)OC(=O)C=Cc1ccccc1O,2.313
O=C(C=Cc1ccccn1)OCCN1CCN(c2ccc(Cl)cc2)CC1,2.891
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,3.209
